Country Name,Country Code,Series Name,Series Code,2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Bolivia,BOL,Access to electricity (% of population),EG.ELC.ACCS.ZS,91.8,91.8,95.5853652954102,..,..
Bosnia and Herzegovina,BIH,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,..,..
Botswana,BWA,Access to electricity (% of population),EG.ELC.ACCS.ZS,60.3544654846191,62.602352142334,64.8517227172852,..,..
Brazil,BRA,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.7,100,100,..,..
British Virgin Islands,VGB,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,..,..
Brunei Darussalam,BRN,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,..,..
Bulgaria,BGR,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,..,..
Burkina Faso,BFA,Access to electricity (% of population),EG.ELC.ACCS.ZS,16.8605937957764,17.5064811706543,14.4,..,..
Burundi,BDI,Access to electricity (% of population),EG.ELC.ACCS.ZS,9.63749980926514,9.3,11.0242519378662,..,..
Cabo Verde,CPV,Access to electricity (% of population),EG.ELC.ACCS.ZS,89.2459487915039,91.4152297973633,93.5859985351563,..,..
Cambodia,KHM,Access to electricity (% of population),EG.ELC.ACCS.ZS,76.6025009155273,89.07,91.5506744384766,..,..
Cameroon,CMR,Access to electricity (% of population),EG.ELC.ACCS.ZS,60.0260848999023,61.3423347473145,62.6600723266602,..,..
Canada,CAN,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,..,..
Cayman Islands,CYM,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,..,..
Central African Republic,CAF,Access to electricity (% of population),EG.ELC.ACCS.ZS,27.0880069732666,29.8344898223877,32.4203987121582,..,..
Chad,TCD,Access to electricity (% of population),EG.ELC.ACCS.ZS,10.4157409667969,10.9,11.7593555450439,..,..
Channel Islands,CHI,Access to electricity (% of population),EG.ELC.ACCS.ZS,..,..,..,..,..
Chile,CHL,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,..,..
China,CHN,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,..,..
Colombia,COL,Access to electricity (% of population),EG.ELC.ACCS.ZS,98.4,98.5,99.9364471435547,..,..
Comoros,COM,Access to electricity (% of population),EG.ELC.ACCS.ZS,76.9181213378906,79.4196929931641,81.9227523803711,..,..
"Congo, Dem. Rep.",COD,Access to electricity (% of population),EG.ELC.ACCS.ZS,17.4034118652344,18.2261638641357,18.9776611328125,..,..
"Congo, Rep.",COG,Access to electricity (% of population),EG.ELC.ACCS.ZS,60.7406959533691,64.7098541259766,68.5184326171875,..,..
Costa Rica,CRI,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.5,99.6,100,..,..
Cote d'Ivoire,CIV,Access to electricity (% of population),EG.ELC.ACCS.ZS,64.3,65.6,66.9911804199219,..,..
Croatia,HRV,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,..,..
Cuba,CUB,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.8534622192383,99.928352355957,100,..,..
Curacao,CUW,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,..,..
Cyprus,CYP,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,..,..
Czech Republic,CZE,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,..,..
Denmark,DNK,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,..,..
Djibouti,DJI,Access to electricity (% of population),EG.ELC.ACCS.ZS,58.6942405700684,60.2,60.3954467773438,..,..
Dominica,DMA,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.9815139770508,100,100,..,..
Dominican Republic,DOM,Access to electricity (% of population),EG.ELC.ACCS.ZS,98.9,100,100,..,..
Ecuador,ECU,Access to electricity (% of population),EG.ELC.ACCS.ZS,98.7,99.2,100,..,..
"Egypt, Arab Rep.",EGY,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,..,..
El Salvador,SLV,Access to electricity (% of population),EG.ELC.ACCS.ZS,96,96.8,100,..,..
Equatorial Guinea,GNQ,Access to electricity (% of population),EG.ELC.ACCS.ZS,66.5204238891602,66.7757186889648,67.0325012207031,..,..
Eritrea,ERI,Access to electricity (% of population),EG.ELC.ACCS.ZS,47.0277671813965,48.320915222168,49.6155433654785,..,..
Estonia,EST,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,..,..
Eswatini,SWZ,Access to electricity (% of population),EG.ELC.ACCS.ZS,69.5853652954102,73.5,76.5039825439453,..,..
Ethiopia,ETH,Access to electricity (% of population),EG.ELC.ACCS.ZS,42.9,44.3,44.9799575805664,..,..
Faroe Islands,FRO,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,..,..
Fiji,FJI,Access to electricity (% of population),EG.ELC.ACCS.ZS,96.6237716674805,96,99.5933609008789,..,..
Finland,FIN,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,..,..
France,FRA,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,..,..
French Polynesia,PYF,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,..,..
Gabon,GAB,Access to electricity (% of population),EG.ELC.ACCS.ZS,90.7703704833984,91.9022827148438,93.0356826782227,..,..
"Gambia, The",GMB,Access to electricity (% of population),EG.ELC.ACCS.ZS,56.0490341186523,56.2,60.3,..,..
Georgia,GEO,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,..,..
Germany,DEU,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,..,..
Ghana,GHA,Access to electricity (% of population),EG.ELC.ACCS.ZS,79.3,79,82.3945770263672,..,..
Gibraltar,GIB,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,..,..
Greece,GRC,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,..,..
Greenland,GRL,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,..,..
Grenada,GRD,Access to electricity (% of population),EG.ELC.ACCS.ZS,93.6172790527344,94.534912109375,95.2919845581055,..,..
Guam,GUM,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,..,..
Guatemala,GTM,Access to electricity (% of population),EG.ELC.ACCS.ZS,91.9151458740234,93.3,94.6954650878906,..,..
Guinea,GIN,Access to electricity (% of population),EG.ELC.ACCS.ZS,33.5,35.4,44,..,..
Guinea-Bissau,GNB,Access to electricity (% of population),EG.ELC.ACCS.ZS,23.2933483123779,26,28.6620216369629,..,..
Guyana,GUY,Access to electricity (% of population),EG.ELC.ACCS.ZS,89.7176361083984,90.8638610839844,91.8495254516602,..,..
Haiti,HTI,Access to electricity (% of population),EG.ELC.ACCS.ZS,40.4,43.8,45.277889251709,..,..
Honduras,HND,Access to electricity (% of population),EG.ELC.ACCS.ZS,91.6,86.5,91.88720703125,..,..
"Hong Kong SAR, China",HKG,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,..,..
Hungary,HUN,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,..,..
Iceland,ISL,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,..,..
India,IND,Access to electricity (% of population),EG.ELC.ACCS.ZS,89.6719207763672,92.6,95.2358551025391,..,..
Indonesia,IDN,Access to electricity (% of population),EG.ELC.ACCS.ZS,97.62,98.14,98.51,..,..
"Iran, Islamic Rep.",IRN,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,..,..
Iraq,IRQ,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.6942596435547,99.9098510742188,99.9,..,..
Ireland,IRL,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,..,..
Isle of Man,IMN,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,..,..
Israel,ISR,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,..,..
Italy,ITA,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,..,..
Jamaica,JAM,Access to electricity (% of population),EG.ELC.ACCS.ZS,96.9973373413086,97.9645614624023,98.9332809448242,..,..
Japan,JPN,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,..,..
Jordan,JOR,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.9292373657227,100,99.9,..,..
Kazakhstan,KAZ,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,..,..
Kenya,KEN,Access to electricity (% of population),EG.ELC.ACCS.ZS,65.4,63.5890884399414,75,..,..
Kiribati,KIR,Access to electricity (% of population),EG.ELC.ACCS.ZS,93.5708160400391,98.6,100,..,..
"Korea, Dem. People’s Rep.",PRK,Access to electricity (% of population),EG.ELC.ACCS.ZS,43.6093978881836,46.0493698120117,48.4908256530762,..,..
"Korea, Rep.",KOR,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,..,..
Kosovo,XKX,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,99.8,100,..,..
Kuwait,KWT,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,..,..
Kyrgyz Republic,KGZ,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.9218292236328,100,100,..,..
Lao PDR,LAO,Access to electricity (% of population),EG.ELC.ACCS.ZS,90.7551040649414,93.6,97.9198226928711,..,..
Latvia,LVA,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,..,..
Lebanon,LBN,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,..,..
Lesotho,LSO,Access to electricity (% of population),EG.ELC.ACCS.ZS,35.28564453125,33.7,47,..,..
Liberia,LBR,Access to electricity (% of population),EG.ELC.ACCS.ZS,19.8,24.2,25.9182662963867,..,..
Libya,LBY,Access to electricity (% of population),EG.ELC.ACCS.ZS,71.9214172363281,70.4261245727539,67,..,..
Liechtenstein,LIE,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,..,..
Lithuania,LTU,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,..,..
Luxembourg,LUX,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,..,..
"Macao SAR, China",MAC,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,..,..
Madagascar,MDG,Access to electricity (% of population),EG.ELC.ACCS.ZS,22.9,24.1,25.9078121185303,..,..
Malawi,MWI,Access to electricity (% of population),EG.ELC.ACCS.ZS,11,12.7,18.02,..,..
Malaysia,MYS,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,..,..
Maldives,MDV,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.9652404785156,99.8,100,..,..
Mali,MLI,Access to electricity (% of population),EG.ELC.ACCS.ZS,41.2377777099609,43.1,50.9,..,..
Malta,MLT,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,..,..
Marshall Islands,MHL,Access to electricity (% of population),EG.ELC.ACCS.ZS,93.4190902709961,94.6490020751953,96.3554763793945,..,..
Mauritania,MRT,Access to electricity (% of population),EG.ELC.ACCS.ZS,41.4749565124512,42.9,44.526912689209,..,..
Mauritius,MUS,Access to electricity (% of population),EG.ELC.ACCS.ZS,97.3794708251953,97.4219970703125,97.4660034179688,..,..
Mexico,MEX,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.5,100,100,..,..
"Micronesia, Fed. Sts.",FSM,Access to electricity (% of population),EG.ELC.ACCS.ZS,78.0014724731445,80.1308822631836,82.099723815918,..,..
Moldova,MDA,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,..,..
Monaco,MCO,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,..,..
Mongolia,MNG,Access to electricity (% of population),EG.ELC.ACCS.ZS,91.062370300293,93.8436584472656,98.1,..,..
Montenegro,MNE,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,..,..
Morocco,MAR,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.7435684204102,100,100,..,..
Mozambique,MOZ,Access to electricity (% of population),EG.ELC.ACCS.ZS,27.7186756134033,29.26637840271,31.1,..,..
Myanmar,MMR,Access to electricity (% of population),EG.ELC.ACCS.ZS,55.6,69.8148365975088,66.2645721435547,..,..
Namibia,NAM,Access to electricity (% of population),EG.ELC.ACCS.ZS,49.7,52.5,53.8738746643066,..,..
Nauru,NRU,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.5061111450195,99.6717987060547,99.8389739990234,..,..
Nepal,NPL,Access to electricity (% of population),EG.ELC.ACCS.ZS,90.7,92.4131927490234,93.92,..,..
Netherlands,NLD,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,..,..
New Caledonia,NCL,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,..,..
New Zealand,NZL,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,..,..
Nicaragua,NIC,Access to electricity (% of population),EG.ELC.ACCS.ZS,85.3556060791016,86.8,88.0779571533203,..,..
Niger,NER,Access to electricity (% of population),EG.ELC.ACCS.ZS,17.4946937561035,18.18092918396,17.6,..,..
Nigeria,NGA,Access to electricity (% of population),EG.ELC.ACCS.ZS,59.3,54.4,56.5,..,..
North Macedonia,MKD,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,..,..
Northern Mariana Islands,MNP,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,..,..
Norway,NOR,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,..,..
Oman,OMN,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,..,..
Pakistan,PAK,Access to electricity (% of population),EG.ELC.ACCS.ZS,71.4135971069336,70.79,71.0915467008027,..,..
Palau,PLW,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,..,..
Panama,PAN,Access to electricity (% of population),EG.ELC.ACCS.ZS,96.7742462158203,100,100,..,..
Papua New Guinea,PNG,Access to electricity (% of population),EG.ELC.ACCS.ZS,49.4,54.4,58.967357635498,..,..
Paraguay,PRY,Access to electricity (% of population),EG.ELC.ACCS.ZS,98.4,99.3,100,..,..
Peru,PER,Access to electricity (% of population),EG.ELC.ACCS.ZS,94.2,94.8,95.2,..,..
Philippines,PHL,Access to electricity (% of population),EG.ELC.ACCS.ZS,92.3030853271484,93,94.8572311401367,..,..
Poland,POL,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,..,..
Portugal,PRT,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,..,..
Puerto Rico,PRI,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,..,..
Qatar,QAT,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,..,..
Romania,ROU,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.1,100,100,..,..
Russian Federation,RUS,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,..,..
Rwanda,RWA,Access to electricity (% of population),EG.ELC.ACCS.ZS,29.37,34.1,34.7165718078613,..,..
Samoa,WSM,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.9475860595703,96.8,100,..,..
San Marino,SMR,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,..,..
Sao Tome and Principe,STP,Access to electricity (% of population),EG.ELC.ACCS.ZS,68.0739822387695,69.7493286132813,71,..,..
Saudi Arabia,SAU,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.9,99.93,100,..,..
Senegal,SEN,Access to electricity (% of population),EG.ELC.ACCS.ZS,64.5,61.7,66.9594497680664,..,..
Serbia,SRB,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,..,..
Seychelles,SYC,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,..,..
Sierra Leone,SLE,Access to electricity (% of population),EG.ELC.ACCS.ZS,20.3,23.4,26.1,..,..
Singapore,SGP,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,..,..
Sint Maarten (Dutch part),SXM,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,..,..
Slovak Republic,SVK,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,..,..
Slovenia,SVN,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,..,..
Solomon Islands,SLB,Access to electricity (% of population),EG.ELC.ACCS.ZS,58.6782760620117,62.9,66.6660995483398,..,..
Somalia,SOM,Access to electricity (% of population),EG.ELC.ACCS.ZS,31.5694141387939,33.411735534668,35.2555351257324,..,..
South Africa,ZAF,Access to electricity (% of population),EG.ELC.ACCS.ZS,84.2,84.4,91.2298736572266,..,..
South Sudan,SSD,Access to electricity (% of population),EG.ELC.ACCS.ZS,21.8724517822266,25.1174411773682,28.2018566131592,..,..
Spain,ESP,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,..,..
Sri Lanka,LKA,Access to electricity (% of population),EG.ELC.ACCS.ZS,97.5,97.5,99.5834045410156,..,..
St. Kitts and Nevis,KNA,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,..,..
St. Lucia,LCA,Access to electricity (% of population),EG.ELC.ACCS.ZS,98.0787658691406,98.8073883056641,99.5374984741211,..,..
St. Martin (French part),MAF,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,..,..
St. Vincent and the Grenadines,VCT,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.8221435546875,99.9830474853516,100,..,..
Sudan,SDN,Access to electricity (% of population),EG.ELC.ACCS.ZS,53.0481376647949,56.5,59.7835350036621,..,..
Suriname,SUR,Access to electricity (% of population),EG.ELC.ACCS.ZS,96.0661697387695,96.8049240112305,97.4,..,..
Sweden,SWE,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,..,..
Switzerland,CHE,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,..,..
Syrian Arab Republic,SYR,Access to electricity (% of population),EG.ELC.ACCS.ZS,89.7505950927734,89.6981430053711,86,..,..
Tajikistan,TJK,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.248161315918,99.3,99.3,..,..
Tanzania,TZA,Access to electricity (% of population),EG.ELC.ACCS.ZS,32.8,32.7328720092773,35.5589790344238,..,..
Thailand,THA,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,99.9,100,..,..
Timor-Leste,TLS,Access to electricity (% of population),EG.ELC.ACCS.ZS,76.5,80.0036468505859,85.5918350219727,..,..
Togo,TGO,Access to electricity (% of population),EG.ELC.ACCS.ZS,47.4150352478027,48,51.3452835083008,..,..
Tonga,TON,Access to electricity (% of population),EG.ELC.ACCS.ZS,97.02,97.9839172363281,98.8926010131836,..,..
Trinidad and Tobago,TTO,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,..,..
Tunisia,TUN,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,99.8,..,..
Turkey,TUR,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,..,..
Turkmenistan,TKM,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,..,..
Turks and Caicos Islands,TCA,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,..,..
Tuvalu,TUV,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.6835098266602,99.8687133789063,100,..,..
Uganda,UGA,Access to electricity (% of population),EG.ELC.ACCS.ZS,26.7,31.8233737945557,42.65,..,..
Ukraine,UKR,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,..,..
United Arab Emirates,ARE,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,..,..
United Kingdom,GBR,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,..,..
United States,USA,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,..,..
Uruguay,URY,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.7,100,100,..,..
Uzbekistan,UZB,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,..,..
Vanuatu,VUT,Access to electricity (% of population),EG.ELC.ACCS.ZS,57.82,62.8,61.8647689819336,..,..
"Venezuela, RB",VEN,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.4,99.2,100,..,..
Vietnam,VNM,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.2,100,100,..,..
Virgin Islands (U.S.),VIR,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,..,..
West Bank and Gaza,PSE,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.9903335571289,99.7,100,..,..
"Yemen, Rep.",YEM,Access to electricity (% of population),EG.ELC.ACCS.ZS,70.8562850952148,79.2,62,..,..
Zambia,ZMB,Access to electricity (% of population),EG.ELC.ACCS.ZS,35.3073387145996,40.3,39.8126220703125,..,..
Zimbabwe,ZWE,Access to electricity (% of population),EG.ELC.ACCS.ZS,39.9239921569824,40.482048034668,41.0415840148926,..,..
Arab World,ARB,Access to electricity (% of population),EG.ELC.ACCS.ZS,89.3086016965609,90.2836375587196,89.286856223316,..,..
Caribbean small states,CSS,Access to electricity (% of population),EG.ELC.ACCS.ZS,97.1016754869755,97.7674178119389,98.4016022669347,..,..
Central Europe and the Baltics,CEB,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.8278347045649,100,100,..,..
Early-demographic dividend,EAR,Access to electricity (% of population),EG.ELC.ACCS.ZS,87.2751264812586,89.6168259263493,90.7246521624271,..,..
East Asia & Pacific,EAS,Access to electricity (% of population),EG.ELC.ACCS.ZS,97.2621205109475,97.8571233091855,97.9864336581834,..,..
East Asia & Pacific (excluding high income),EAP,Access to electricity (% of population),EG.ELC.ACCS.ZS,96.9662395813656,97.6266800146537,97.7707941758023,..,..
East Asia & Pacific (IDA & IBRD countries),TEA,Access to electricity (% of population),EG.ELC.ACCS.ZS,97.6322063723909,98.2688137667472,98.3832071206151,..,..
Euro area,EMU,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,..,..
Europe & Central Asia,ECS,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.9728561915189,99.9928102936989,99.9930584895805,..,..
Europe & Central Asia (excluding high income),ECA,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.9822107962946,99.9833681776927,99.9839707519244,..,..
Europe & Central Asia (IDA & IBRD countries),TEC,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.9456345744642,99.9856132858655,99.9861198280494,..,..
European Union,EUU,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.9601963439496,100,100,..,..
Fragile and conflict affected situations,FCS,Access to electricity (% of population),EG.ELC.ACCS.ZS,54.115990502072,54.7829599673284,55.0169117193204,..,..
Heavily indebted poor countries (HIPC),HPC,Access to electricity (% of population),EG.ELC.ACCS.ZS,40.9857458730235,42.2119827793518,44.6259014822002,..,..
High income,HIC,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.9679234495088,99.9953539530351,99.9973414017083,..,..
IBRD only,IBD,Access to electricity (% of population),EG.ELC.ACCS.ZS,95.9315661201545,96.868933324328,97.8089551416291,..,..
IDA & IBRD total,IBT,Access to electricity (% of population),EG.ELC.ACCS.ZS,85.9548465796814,87.0169909167429,87.892608772033,..,..
IDA blend,IDB,Access to electricity (% of population),EG.ELC.ACCS.ZS,66.5799096898095,64.6072734382039,66.7209649464062,..,..
IDA only,IDX,Access to electricity (% of population),EG.ELC.ACCS.ZS,50.6121284565966,54.3585253019984,54.9265658689618,..,..
IDA total,IDA,Access to electricity (% of population),EG.ELC.ACCS.ZS,55.977551818982,57.8033757413752,58.8914004348505,..,..
Late-demographic dividend,LTE,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.2149800412073,99.3201489169109,99.4100565658736,..,..
Latin America & Caribbean,LCN,Access to electricity (% of population),EG.ELC.ACCS.ZS,97.5453629930395,97.8779802889763,98.3311441544161,..,..
Latin America & Caribbean (excluding high income),LAC,Access to electricity (% of population),EG.ELC.ACCS.ZS,97.4379157445198,97.7648453529925,98.2423899578941,..,..
Latin America & the Caribbean (IDA & IBRD countries),TLA,Access to electricity (% of population),EG.ELC.ACCS.ZS,97.4840262336021,97.8247114308537,98.2889714737471,..,..
Least developed countries: UN classification,LDC,Access to electricity (% of population),EG.ELC.ACCS.ZS,46.914306710049,51.0376669382397,51.5834607896998,..,..
Low & middle income,LMY,Access to electricity (% of population),EG.ELC.ACCS.ZS,85.6183808350578,86.6967806343519,87.5922775423956,..,..
Low income,LIC,Access to electricity (% of population),EG.ELC.ACCS.ZS,38.7869646577126,40.6877039167909,41.9171975776843,..,..
Lower middle income,LMC,Access to electricity (% of population),EG.ELC.ACCS.ZS,82.5147164037382,84.5685047782904,86.2614740017622,..,..
Middle East & North Africa,MEA,Access to electricity (% of population),EG.ELC.ACCS.ZS,97.1957640257067,97.7472727606514,96.4688914928764,..,..
Middle East & North Africa (excluding high income),MNA,Access to electricity (% of population),EG.ELC.ACCS.ZS,96.7249719133352,97.366301166631,95.8600836283584,..,..
Middle East & North Africa (IDA & IBRD countries),TMN,Access to electricity (% of population),EG.ELC.ACCS.ZS,96.686000182348,97.3383613704828,95.8100855931244,..,..
Middle income,MIC,Access to electricity (% of population),EG.ELC.ACCS.ZS,90.8056923415392,91.8667968429293,92.8022945843168,..,..
North America,NAC,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,..,..
Not classified,INX,Access to electricity (% of population),EG.ELC.ACCS.ZS,..,..,..,..,..
